Region,Country,State,City,Month,Day,Year,AvgTemperature,Date
Europe,France,,Paris,1,4,2010,23.6,2010-01-04
Europe,France,,Paris,1,5,2010,27.0,2010-01-05
Europe,France,,Paris,1,6,2010,25.7,2010-01-06
Europe,France,,Paris,1,7,2010,25.0,2010-01-07
Europe,France,,Paris,1,8,2010,22.9,2010-01-08
Europe,France,,Paris,1,9,2010,28.5,2010-01-09
Europe,France,,Paris,1,10,2010,30.5,2010-01-10
Europe,France,,Paris,1,11,2010,31.3,2010-01-11
Europe,France,,Paris,1,12,2010,32.0,2010-01-12
Europe,France,,Paris,1,13,2010,34.5,2010-01-13
Europe,France,,Paris,1,14,2010,36.8,2010-01-14
Europe,France,,Paris,1,15,2010,37.3,2010-01-15
Europe,France,,Paris,1,16,2010,40.5,2010-01-16
Europe,France,,Paris,1,17,2010,45.7,2010-01-17
Europe,France,,Paris,1,18,2010,39.4,2010-01-18
Europe,France,,Paris,1,19,2010,35.9,2010-01-19
Europe,France,,Paris,1,20,2010,36.5,2010-01-20
Europe,France,,Paris,1,21,2010,40.0,2010-01-21
Europe,France,,Paris,1,22,2010,42.3,2010-01-22
Europe,France,,Paris,1,23,2010,39.3,2010-01-23
Europe,France,,Paris,1,24,2010,39.7,2010-01-24
Europe,France,,Paris,1,25,2010,38.0,2010-01-25
Europe,France,,Paris,1,26,2010,31.1,2010-01-26
Europe,France,,Paris,1,27,2010,28.8,2010-01-27
Europe,France,,Paris,1,28,2010,39.5,2010-01-28
Europe,France,,Paris,1,29,2010,39.6,2010-01-29
Europe,France,,Paris,1,30,2010,32.5,2010-01-30
Europe,France,,Paris,1,31,2010,33.2,2010-01-31
Europe,France,,Paris,2,1,2010,35.1,2010-02-01
Europe,France,,Paris,2,2,2010,40.1,2010-02-02
Europe,France,,Paris,2,3,2010,47.9,2010-02-03
Europe,France,,Paris,2,4,2010,44.6,2010-02-04
Europe,France,,Paris,2,5,2010,47.0,2010-02-05
Europe,France,,Paris,2,6,2010,43.1,2010-02-06
Europe,France,,Paris,2,7,2010,39.6,2010-02-07
Europe,France,,Paris,2,8,2010,36.7,2010-02-08
Europe,France,,Paris,2,9,2010,30.0,2010-02-09
Europe,France,,Paris,2,10,2010,28.7,2010-02-10
Europe,France,,Paris,2,11,2010,27.6,2010-02-11
Europe,France,,Paris,2,12,2010,27.6,2010-02-12
Europe,France,,Paris,2,13,2010,26.9,2010-02-13
Europe,France,,Paris,2,14,2010,30.8,2010-02-14
Europe,France,,Paris,2,15,2010,32.6,2010-02-15
Europe,France,,Paris,2,16,2010,30.9,2010-02-16
Europe,France,,Paris,2,17,2010,35.5,2010-02-17
Europe,France,,Paris,2,18,2010,42.2,2010-02-18
Europe,France,,Paris,2,19,2010,40.9,2010-02-19
Europe,France,,Paris,2,20,2010,38.0,2010-02-20
Europe,France,,Paris,2,21,2010,39.4,2010-02-21
Europe,France,,Paris,2,22,2010,49.7,2010-02-22
Europe,France,,Paris,2,23,2010,51.6,2010-02-23
Europe,France,,Paris,2,24,2010,48.4,2010-02-24
Europe,France,,Paris,2,25,2010,50.1,2010-02-25
Europe,France,,Paris,2,26,2010,48.0,2010-02-26
Europe,France,,Paris,2,27,2010,47.3,2010-02-27
Europe,France,,Paris,2,28,2010,46.9,2010-02-28
Europe,France,,Paris,3,1,2010,43.3,2010-03-01
Europe,France,,Paris,3,2,2010,44.6,2010-03-02
Europe,France,,Paris,3,3,2010,40.7,2010-03-03
Europe,France,,Paris,3,4,2010,39.3,2010-03-04
Europe,France,,Paris,3,5,2010,35.6,2010-03-05
Europe,France,,Paris,3,6,2010,37.4,2010-03-06
Europe,France,,Paris,3,7,2010,32.5,2010-03-07
Europe,France,,Paris,3,8,2010,33.7,2010-03-08
Europe,France,,Paris,3,9,2010,33.3,2010-03-09
Europe,France,,Paris,3,10,2010,39.6,2010-03-10
Europe,France,,Paris,3,11,2010,35.2,2010-03-11
Europe,France,,Paris,3,12,2010,36.8,2010-03-12
Europe,France,,Paris,3,13,2010,42.0,2010-03-13
Europe,France,,Paris,3,14,2010,43.0,2010-03-14
Europe,France,,Paris,3,15,2010,45.9,2010-03-15
Europe,France,,Paris,3,16,2010,45.3,2010-03-16
Europe,France,,Paris,3,17,2010,49.4,2010-03-17
Europe,France,,Paris,3,18,2010,54.8,2010-03-18
Europe,France,,Paris,3,19,2010,59.7,2010-03-19
Europe,France,,Paris,3,20,2010,58.4,2010-03-20
Europe,France,,Paris,3,21,2010,50.1,2010-03-21
Europe,France,,Paris,3,22,2010,49.9,2010-03-22
Europe,France,,Paris,3,23,2010,51.1,2010-03-23
Europe,France,,Paris,3,24,2010,56.6,2010-03-24
Europe,France,,Paris,3,25,2010,57.0,2010-03-25
Europe,France,,Paris,3,26,2010,51.4,2010-03-26
Europe,France,,Paris,3,27,2010,49.4,2010-03-27
Europe,France,,Paris,3,28,2010,51.7,2010-03-28
Europe,France,,Paris,3,29,2010,56.2,2010-03-29
Europe,France,,Paris,3,30,2010,49.8,2010-03-30
Europe,France,,Paris,3,31,2010,45.5,2010-03-31
Europe,France,,Paris,4,1,2010,45.4,2010-04-01
Europe,France,,Paris,4,2,2010,45.9,2010-04-02
Europe,France,,Paris,4,3,2010,47.8,2010-04-03
Europe,France,,Paris,4,4,2010,46.3,2010-04-04
Europe,France,,Paris,4,5,2010,46.2,2010-04-05
Europe,France,,Paris,4,6,2010,54.5,2010-04-06
Europe,France,,Paris,4,7,2010,52.9,2010-04-07
Europe,France,,Paris,4,8,2010,50.7,2010-04-08
Europe,France,,Paris,4,9,2010,51.4,2010-04-09
Europe,France,,Paris,4,10,2010,52.3,2010-04-10
Europe,France,,Paris,4,11,2010,47.2,2010-04-11
Europe,France,,Paris,4,12,2010,46.7,2010-04-12
Europe,France,,Paris,4,13,2010,51.3,2010-04-13
Europe,France,,Paris,4,14,2010,49.8,2010-04-14
Europe,France,,Paris,4,15,2010,51.3,2010-04-15
Europe,France,,Paris,4,16,2010,49.3,2010-04-16
Europe,France,,Paris,4,17,2010,49.6,2010-04-17
Europe,France,,Paris,4,18,2010,55.2,2010-04-18
Europe,France,,Paris,4,19,2010,55.3,2010-04-19
Europe,France,,Paris,4,20,2010,52.6,2010-04-20
Europe,France,,Paris,4,21,2010,49.9,2010-04-21
Europe,France,,Paris,4,22,2010,49.7,2010-04-22
Europe,France,,Paris,4,23,2010,53.1,2010-04-23
Europe,France,,Paris,4,24,2010,57.6,2010-04-24
Europe,France,,Paris,4,25,2010,60.5,2010-04-25
Europe,France,,Paris,4,26,2010,55.2,2010-04-26
Europe,France,,Paris,4,27,2010,56.5,2010-04-27
Europe,France,,Paris,4,28,2010,63.6,2010-04-28
Europe,France,,Paris,4,29,2010,67.9,2010-04-29
Europe,France,,Paris,4,30,2010,58.3,2010-04-30
Europe,France,,Paris,5,1,2010,55.8,2010-05-01
Europe,France,,Paris,5,2,2010,52.8,2010-05-02
Europe,France,,Paris,5,3,2010,45.7,2010-05-03
Europe,France,,Paris,5,4,2010,47.7,2010-05-04
Europe,France,,Paris,5,5,2010,47.7,2010-05-05
Europe,France,,Paris,5,6,2010,49.7,2010-05-06
Europe,France,,Paris,5,7,2010,48.5,2010-05-07
Europe,France,,Paris,5,8,2010,52.6,2010-05-08
Europe,France,,Paris,5,9,2010,54.8,2010-05-09
Europe,France,,Paris,5,10,2010,52.4,2010-05-10
Europe,France,,Paris,5,11,2010,43.8,2010-05-11
Europe,France,,Paris,5,12,2010,45.5,2010-05-12
Europe,France,,Paris,5,13,2010,46.1,2010-05-13
Europe,France,,Paris,5,14,2010,48.8,2010-05-14
Europe,France,,Paris,5,15,2010,52.9,2010-05-15
Europe,France,,Paris,5,16,2010,54.3,2010-05-16
Europe,France,,Paris,5,17,2010,56.6,2010-05-17
Europe,France,,Paris,5,18,2010,54.9,2010-05-18
Europe,France,,Paris,5,19,2010,57.0,2010-05-19
Europe,France,,Paris,5,20,2010,60.1,2010-05-20
Europe,France,,Paris,5,21,2010,63.8,2010-05-21
Europe,France,,Paris,5,22,2010,65.0,2010-05-22
Europe,France,,Paris,5,23,2010,67.1,2010-05-23
Europe,France,,Paris,5,24,2010,71.6,2010-05-24
Europe,France,,Paris,5,25,2010,70.1,2010-05-25
Europe,France,,Paris,5,26,2010,62.7,2010-05-26
Europe,France,,Paris,5,27,2010,58.6,2010-05-27
Europe,France,,Paris,5,28,2010,58.7,2010-05-28
Europe,France,,Paris,5,29,2010,58.7,2010-05-29
Europe,France,,Paris,5,30,2010,59.4,2010-05-30
Europe,France,,Paris,5,31,2010,56.7,2010-05-31
Europe,France,,Paris,6,1,2010,56.6,2010-06-01
Europe,France,,Paris,6,2,2010,61.2,2010-06-02
Europe,France,,Paris,6,3,2010,64.9,2010-06-03
Europe,France,,Paris,6,4,2010,69.9,2010-06-04
Europe,France,,Paris,6,5,2010,72.9,2010-06-05
Europe,France,,Paris,6,6,2010,67.3,2010-06-06
Europe,France,,Paris,6,7,2010,64.7,2010-06-07
Europe,France,,Paris,6,8,2010,67.4,2010-06-08
Europe,France,,Paris,6,9,2010,63.2,2010-06-09
Europe,France,,Paris,6,10,2010,66.3,2010-06-10
Europe,France,,Paris,6,11,2010,70.6,2010-06-11
Europe,France,,Paris,6,12,2010,62.8,2010-06-12
Europe,France,,Paris,6,13,2010,59.0,2010-06-13
Europe,France,,Paris,6,14,2010,61.0,2010-06-14
Europe,France,,Paris,6,15,2010,62.0,2010-06-15
Europe,France,,Paris,6,16,2010,62.1,2010-06-16
Europe,France,,Paris,6,17,2010,61.7,2010-06-17
Europe,France,,Paris,6,18,2010,60.6,2010-06-18
Europe,France,,Paris,6,19,2010,55.2,2010-06-19
Europe,France,,Paris,6,20,2010,53.6,2010-06-20
Europe,France,,Paris,6,21,2010,56.4,2010-06-21
Europe,France,,Paris,6,22,2010,62.9,2010-06-22
Europe,France,,Paris,6,23,2010,67.2,2010-06-23
Europe,France,,Paris,6,24,2010,69.9,2010-06-24
Europe,France,,Paris,6,25,2010,70.0,2010-06-25
Europe,France,,Paris,6,26,2010,73.5,2010-06-26
Europe,France,,Paris,6,27,2010,76.4,2010-06-27
Europe,France,,Paris,6,28,2010,75.3,2010-06-28
Europe,France,,Paris,6,29,2010,72.7,2010-06-29
Europe,France,,Paris,6,30,2010,73.7,2010-06-30
Europe,France,,Paris,7,1,2010,80.0,2010-07-01
Europe,France,,Paris,7,2,2010,80.2,2010-07-02
Europe,France,,Paris,7,3,2010,68.0,2010-07-03
Europe,France,,Paris,7,4,2010,69.3,2010-07-04
Europe,France,,Paris,7,5,2010,67.2,2010-07-05
Europe,France,,Paris,7,6,2010,66.9,2010-07-06
Europe,France,,Paris,7,7,2010,72.0,2010-07-07
Europe,France,,Paris,7,8,2010,78.5,2010-07-08
Europe,France,,Paris,7,9,2010,81.4,2010-07-09
Europe,France,,Paris,7,10,2010,74.4,2010-07-10
Europe,France,,Paris,7,11,2010,78.9,2010-07-11
Europe,France,,Paris,7,12,2010,72.8,2010-07-12
Europe,France,,Paris,7,13,2010,75.1,2010-07-13
Europe,France,,Paris,7,14,2010,68.0,2010-07-14
Europe,France,,Paris,7,15,2010,68.2,2010-07-15
Europe,France,,Paris,7,16,2010,68.7,2010-07-16
Europe,France,,Paris,7,17,2010,65.9,2010-07-17
Europe,France,,Paris,7,18,2010,65.4,2010-07-18
Europe,France,,Paris,7,19,2010,72.1,2010-07-19
Europe,France,,Paris,7,20,2010,77.2,2010-07-20
Europe,France,,Paris,7,21,2010,68.9,2010-07-21
Europe,France,,Paris,7,22,2010,69.3,2010-07-22
Europe,France,,Paris,7,23,2010,65.8,2010-07-23
Europe,France,,Paris,7,24,2010,65.6,2010-07-24
Europe,France,,Paris,7,25,2010,66.2,2010-07-25
Europe,France,,Paris,7,26,2010,67.2,2010-07-26
Europe,France,,Paris,7,27,2010,69.7,2010-07-27
Europe,France,,Paris,7,28,2010,71.2,2010-07-28
Europe,France,,Paris,7,29,2010,65.5,2010-07-29
Europe,France,,Paris,7,30,2010,67.6,2010-07-30
Europe,France,,Paris,7,31,2010,73.4,2010-07-31
Europe,France,,Paris,8,1,2010,68.1,2010-08-01
Europe,France,,Paris,8,2,2010,66.2,2010-08-02
Europe,France,,Paris,8,3,2010,65.7,2010-08-03
Europe,France,,Paris,8,4,2010,66.0,2010-08-04
Europe,France,,Paris,8,5,2010,63.6,2010-08-05
Europe,France,,Paris,8,6,2010,64.8,2010-08-06
Europe,France,,Paris,8,7,2010,68.1,2010-08-07
Europe,France,,Paris,8,8,2010,66.5,2010-08-08
Europe,France,,Paris,8,9,2010,68.7,2010-08-09
Europe,France,,Paris,8,10,2010,67.4,2010-08-10
Europe,France,,Paris,8,11,2010,67.6,2010-08-11
Europe,France,,Paris,8,12,2010,64.3,2010-08-12
Europe,France,,Paris,8,13,2010,63.3,2010-08-13
Europe,France,,Paris,8,14,2010,61.1,2010-08-14
Europe,France,,Paris,8,15,2010,59.7,2010-08-15
Europe,France,,Paris,8,16,2010,59.0,2010-08-16
Europe,France,,Paris,8,17,2010,62.6,2010-08-17
Europe,France,,Paris,8,18,2010,63.8,2010-08-18
Europe,France,,Paris,8,19,2010,65.1,2010-08-19
Europe,France,,Paris,8,20,2010,72.4,2010-08-20
Europe,France,,Paris,8,21,2010,74.4,2010-08-21
Europe,France,,Paris,8,22,2010,74.3,2010-08-22
Europe,France,,Paris,8,23,2010,71.5,2010-08-23
Europe,France,,Paris,8,24,2010,64.0,2010-08-24
Europe,France,,Paris,8,25,2010,65.3,2010-08-25
Europe,France,,Paris,8,26,2010,72.5,2010-08-26
Europe,France,,Paris,8,27,2010,68.4,2010-08-27
Europe,France,,Paris,8,28,2010,61.3,2010-08-28
Europe,France,,Paris,8,29,2010,58.9,2010-08-29
Europe,France,,Paris,8,30,2010,57.3,2010-08-30
Europe,France,,Paris,8,31,2010,58.5,2010-08-31
Europe,France,,Paris,9,1,2010,60.9,2010-09-01
Europe,France,,Paris,9,2,2010,62.2,2010-09-02
Europe,France,,Paris,9,3,2010,63.2,2010-09-03
Europe,France,,Paris,9,4,2010,62.5,2010-09-04
Europe,France,,Paris,9,5,2010,63.3,2010-09-05
Europe,France,,Paris,9,6,2010,61.8,2010-09-06
Europe,France,,Paris,9,7,2010,63.9,2010-09-07
Europe,France,,Paris,9,8,2010,60.1,2010-09-08
Europe,France,,Paris,9,9,2010,60.2,2010-09-09
Europe,France,,Paris,9,10,2010,61.9,2010-09-10
Europe,France,,Paris,9,11,2010,65.5,2010-09-11
Europe,France,,Paris,9,12,2010,62.4,2010-09-12
Europe,France,,Paris,9,13,2010,60.9,2010-09-13
Europe,France,,Paris,9,14,2010,65.7,2010-09-14
Europe,France,,Paris,9,15,2010,61.3,2010-09-15
Europe,France,,Paris,9,16,2010,58.8,2010-09-16
Europe,France,,Paris,9,17,2010,55.8,2010-09-17
Europe,France,,Paris,9,18,2010,52.6,2010-09-18
Europe,France,,Paris,9,19,2010,54.7,2010-09-19
Europe,France,,Paris,9,20,2010,59.4,2010-09-20
Europe,France,,Paris,9,21,2010,59.9,2010-09-21
Europe,France,,Paris,9,22,2010,63.1,2010-09-22
Europe,France,,Paris,9,23,2010,64.1,2010-09-23
Europe,France,,Paris,9,24,2010,57.9,2010-09-24
Europe,France,,Paris,9,25,2010,53.3,2010-09-25
Europe,France,,Paris,9,26,2010,49.4,2010-09-26
Europe,France,,Paris,9,27,2010,51.1,2010-09-27
Europe,France,,Paris,9,28,2010,55.0,2010-09-28
Europe,France,,Paris,9,29,2010,60.2,2010-09-29
Europe,France,,Paris,9,30,2010,57.8,2010-09-30
Europe,France,,Paris,10,1,2010,55.5,2010-10-01
Europe,France,,Paris,10,2,2010,63.7,2010-10-02
Europe,France,,Paris,10,3,2010,66.9,2010-10-03
Europe,France,,Paris,10,4,2010,63.2,2010-10-04
Europe,France,,Paris,10,5,2010,59.8,2010-10-05
Europe,France,,Paris,10,6,2010,60.8,2010-10-06
Europe,France,,Paris,10,7,2010,62.8,2010-10-07
Europe,France,,Paris,10,8,2010,61.7,2010-10-08
Europe,France,,Paris,10,9,2010,63.6,2010-10-09
Europe,France,,Paris,10,10,2010,58.3,2010-10-10
Europe,France,,Paris,10,11,2010,56.8,2010-10-11
Europe,France,,Paris,10,12,2010,51.6,2010-10-12
Europe,France,,Paris,10,13,2010,48.0,2010-10-13
Europe,France,,Paris,10,14,2010,48.7,2010-10-14
Europe,France,,Paris,10,15,2010,52.0,2010-10-15
Europe,France,,Paris,10,16,2010,50.1,2010-10-16
Europe,France,,Paris,10,17,2010,43.0,2010-10-17
Europe,France,,Paris,10,18,2010,43.6,2010-10-18
Europe,France,,Paris,10,19,2010,49.6,2010-10-19
Europe,France,,Paris,10,20,2010,45.6,2010-10-20
Europe,France,,Paris,10,21,2010,39.8,2010-10-21
Europe,France,,Paris,10,22,2010,41.1,2010-10-22
Europe,France,,Paris,10,23,2010,43.0,2010-10-23
Europe,France,,Paris,10,24,2010,45.8,2010-10-24
Europe,France,,Paris,10,25,2010,43.6,2010-10-25
Europe,France,,Paris,10,26,2010,43.4,2010-10-26
Europe,France,,Paris,10,27,2010,52.6,2010-10-27
Europe,France,,Paris,10,28,2010,51.9,2010-10-28
Europe,France,,Paris,10,29,2010,54.4,2010-10-29
Europe,France,,Paris,10,30,2010,53.5,2010-10-30
Europe,France,,Paris,10,31,2010,53.3,2010-10-31
Europe,France,,Paris,11,1,2010,51.0,2010-11-01
Europe,France,,Paris,11,2,2010,50.4,2010-11-02
Europe,France,,Paris,11,3,2010,58.0,2010-11-03
Europe,France,,Paris,11,4,2010,60.8,2010-11-04
Europe,France,,Paris,11,5,2010,59.7,2010-11-05
Europe,France,,Paris,11,6,2010,54.3,2010-11-06
Europe,France,,Paris,11,7,2010,45.5,2010-11-07
Europe,France,,Paris,11,8,2010,42.0,2010-11-08
Europe,France,,Paris,11,9,2010,47.4,2010-11-09
Europe,France,,Paris,11,10,2010,44.6,2010-11-10
Europe,France,,Paris,11,11,2010,45.2,2010-11-11
Europe,France,,Paris,11,12,2010,56.0,2010-11-12
Europe,France,,Paris,11,13,2010,58.5,2010-11-13
Europe,France,,Paris,11,14,2010,55.3,2010-11-14
Europe,France,,Paris,11,15,2010,47.1,2010-11-15
Europe,France,,Paris,11,16,2010,43.9,2010-11-16
Europe,France,,Paris,11,17,2010,40.6,2010-11-17
Europe,France,,Paris,11,18,2010,44.6,2010-11-18
Europe,France,,Paris,11,19,2010,44.1,2010-11-19
Europe,France,,Paris,11,20,2010,44.6,2010-11-20
Europe,France,,Paris,11,21,2010,42.1,2010-11-21
Europe,France,,Paris,11,22,2010,39.9,2010-11-22
Europe,France,,Paris,11,23,2010,39.5,2010-11-23
Europe,France,,Paris,11,24,2010,41.3,2010-11-24
Europe,France,,Paris,11,25,2010,37.3,2010-11-25
Europe,France,,Paris,11,26,2010,33.7,2010-11-26
Europe,France,,Paris,11,27,2010,32.2,2010-11-27
Europe,France,,Paris,11,28,2010,32.3,2010-11-28
Europe,France,,Paris,11,29,2010,28.6,2010-11-29
Europe,France,,Paris,11,30,2010,26.8,2010-11-30
Europe,France,,Paris,12,1,2010,27.8,2010-12-01
Europe,France,,Paris,12,2,2010,29.2,2010-12-02
Europe,France,,Paris,12,3,2010,27.9,2010-12-03
Europe,France,,Paris,12,4,2010,31.6,2010-12-04
Europe,France,,Paris,12,5,2010,37.3,2010-12-05
Europe,France,,Paris,12,6,2010,34.5,2010-12-06
Europe,France,,Paris,12,7,2010,32.3,2010-12-07
Europe,France,,Paris,12,8,2010,32.1,2010-12-08
Europe,France,,Paris,12,9,2010,32.6,2010-12-09
Europe,France,,Paris,12,10,2010,34.9,2010-12-10
Europe,France,,Paris,12,11,2010,42.3,2010-12-11
Europe,France,,Paris,12,12,2010,41.5,2010-12-12
Europe,France,,Paris,12,13,2010,29.8,2010-12-13
Europe,France,,Paris,12,14,2010,29.7,2010-12-14
Europe,France,,Paris,12,15,2010,30.3,2010-12-15
Europe,France,,Paris,12,16,2010,36.9,2010-12-16
Europe,France,,Paris,12,17,2010,32.2,2010-12-17
Europe,France,,Paris,12,18,2010,30.9,2010-12-18
Europe,France,,Paris,12,19,2010,35.4,2010-12-19
Europe,France,,Paris,12,20,2010,32.8,2010-12-20
Europe,France,,Paris,12,21,2010,36.3,2010-12-21
Europe,France,,Paris,12,22,2010,33.8,2010-12-22
Europe,France,,Paris,12,23,2010,32.4,2010-12-23
Europe,France,,Paris,12,24,2010,31.7,2010-12-24
Europe,France,,Paris,12,25,2010,28.3,2010-12-25
Europe,France,,Paris,12,26,2010,29.4,2010-12-26
Europe,France,,Paris,12,27,2010,30.5,2010-12-27
Europe,France,,Paris,12,28,2010,33.8,2010-12-28
Europe,France,,Paris,12,29,2010,37.4,2010-12-29
Europe,France,,Paris,12,30,2010,35.2,2010-12-30
Europe,France,,Paris,12,31,2010,33.0,2010-12-31
Europe,France,,Paris,1,1,2011,33.8,2011-01-01
Europe,France,,Paris,1,2,2011,35.1,2011-01-02
Europe,France,,Paris,1,3,2011,34.2,2011-01-03
Europe,France,,Paris,1,4,2011,32.6,2011-01-04
Europe,France,,Paris,1,5,2011,35.2,2011-01-05
Europe,France,,Paris,1,6,2011,51.1,2011-01-06
Europe,France,,Paris,1,7,2011,52.9,2011-01-07
Europe,France,,Paris,1,8,2011,52.7,2011-01-08
Europe,France,,Paris,1,9,2011,42.8,2011-01-09
Europe,France,,Paris,1,10,2011,38.1,2011-01-10
Europe,France,,Paris,1,11,2011,43.6,2011-01-11
Europe,France,,Paris,1,12,2011,47.6,2011-01-12
Europe,France,,Paris,1,13,2011,55.9,2011-01-13
Europe,France,,Paris,1,14,2011,52.6,2011-01-14
Europe,France,,Paris,1,15,2011,48.9,2011-01-15
Europe,France,,Paris,1,16,2011,48.5,2011-01-16
Europe,France,,Paris,1,17,2011,44.6,2011-01-17
Europe,France,,Paris,1,18,2011,46.3,2011-01-18
Europe,France,,Paris,1,19,2011,38.4,2011-01-19
Europe,France,,Paris,1,20,2011,37.5,2011-01-20
Europe,France,,Paris,1,21,2011,32.3,2011-01-21
Europe,France,,Paris,1,22,2011,38.1,2011-01-22
Europe,France,,Paris,1,23,2011,40.7,2011-01-23
Europe,France,,Paris,1,24,2011,41.6,2011-01-24
Europe,France,,Paris,1,25,2011,40.8,2011-01-25
Europe,France,,Paris,1,26,2011,41.1,2011-01-26
Europe,France,,Paris,1,27,2011,37.5,2011-01-27
Europe,France,,Paris,1,28,2011,32.8,2011-01-28
Europe,France,,Paris,1,29,2011,31.1,2011-01-29
Europe,France,,Paris,1,30,2011,29.0,2011-01-30
Europe,France,,Paris,1,31,2011,25.7,2011-01-31
Europe,France,,Paris,2,1,2011,28.5,2011-02-01
Europe,France,,Paris,2,2,2011,36.6,2011-02-02
Europe,France,,Paris,2,3,2011,42.7,2011-02-03
Europe,France,,Paris,2,4,2011,47.5,2011-02-04
Europe,France,,Paris,2,5,2011,51.4,2011-02-05
Europe,France,,Paris,2,6,2011,48.6,2011-02-06
Europe,France,,Paris,2,7,2011,45.7,2011-02-07
Europe,France,,Paris,2,8,2011,48.4,2011-02-08
Europe,France,,Paris,2,9,2011,44.6,2011-02-09
Europe,France,,Paris,2,10,2011,46.5,2011-02-10
Europe,France,,Paris,2,11,2011,56.2,2011-02-11
Europe,France,,Paris,2,12,2011,46.8,2011-02-12
Europe,France,,Paris,2,13,2011,43.2,2011-02-13
Europe,France,,Paris,2,14,2011,46.1,2011-02-14
Europe,France,,Paris,2,15,2011,42.5,2011-02-15
Europe,France,,Paris,2,16,2011,42.1,2011-02-16
Europe,France,,Paris,2,17,2011,37.6,2011-02-17
Europe,France,,Paris,2,18,2011,37.5,2011-02-18
Europe,France,,Paris,2,19,2011,39.3,2011-02-19
Europe,France,,Paris,2,20,2011,43.5,2011-02-20
Europe,France,,Paris,2,21,2011,42.6,2011-02-21
Europe,France,,Paris,2,22,2011,38.7,2011-02-22
Europe,France,,Paris,2,23,2011,37.7,2011-02-23
Europe,France,,Paris,2,24,2011,49.1,2011-02-24
Europe,France,,Paris,2,25,2011,48.7,2011-02-25
Europe,France,,Paris,2,26,2011,48.4,2011-02-26
Europe,France,,Paris,2,27,2011,43.8,2011-02-27
Europe,France,,Paris,2,28,2011,37.7,2011-02-28
Europe,France,,Paris,3,1,2011,40.6,2011-03-01
Europe,France,,Paris,3,2,2011,41.8,2011-03-02
Europe,France,,Paris,3,3,2011,39.2,2011-03-03
Europe,France,,Paris,3,4,2011,40.0,2011-03-04
Europe,France,,Paris,3,5,2011,37.9,2011-03-05
Europe,France,,Paris,3,6,2011,39.3,2011-03-06
Europe,France,,Paris,3,7,2011,38.7,2011-03-07
Europe,France,,Paris,3,8,2011,44.9,2011-03-08
Europe,France,,Paris,3,9,2011,48.1,2011-03-09
Europe,France,,Paris,3,10,2011,47.4,2011-03-10
Europe,France,,Paris,3,11,2011,50.5,2011-03-11
Europe,France,,Paris,3,12,2011,47.2,2011-03-12
Europe,France,,Paris,3,13,2011,50.6,2011-03-13
Europe,France,,Paris,3,14,2011,51.4,2011-03-14
Europe,France,,Paris,3,15,2011,55.5,2011-03-15
Europe,France,,Paris,3,16,2011,54.2,2011-03-16
Europe,France,,Paris,3,17,2011,45.3,2011-03-17
Europe,France,,Paris,3,18,2011,48.0,2011-03-18
Europe,France,,Paris,3,19,2011,45.1,2011-03-19
Europe,France,,Paris,3,20,2011,43.9,2011-03-20
Europe,France,,Paris,3,21,2011,46.0,2011-03-21
Europe,France,,Paris,3,22,2011,50.7,2011-03-22
Europe,France,,Paris,3,23,2011,52.9,2011-03-23
Europe,France,,Paris,3,24,2011,54.0,2011-03-24
Europe,France,,Paris,3,25,2011,54.8,2011-03-25
Europe,France,,Paris,3,26,2011,55.0,2011-03-26
Europe,France,,Paris,3,27,2011,52.9,2011-03-27
Europe,France,,Paris,3,28,2011,51.8,2011-03-28
Europe,France,,Paris,3,29,2011,50.9,2011-03-29
Europe,France,,Paris,3,30,2011,52.7,2011-03-30
Europe,France,,Paris,3,31,2011,57.3,2011-03-31
Europe,France,,Paris,4,1,2011,56.1,2011-04-01
Europe,France,,Paris,4,2,2011,60.5,2011-04-02
Europe,France,,Paris,4,3,2011,52.4,2011-04-03
Europe,France,,Paris,4,4,2011,51.5,2011-04-04
Europe,France,,Paris,4,5,2011,54.0,2011-04-05
Europe,France,,Paris,4,6,2011,61.2,2011-04-06
Europe,France,,Paris,4,7,2011,62.7,2011-04-07
Europe,France,,Paris,4,8,2011,58.7,2011-04-08
Europe,France,,Paris,4,9,2011,58.4,2011-04-09
Europe,France,,Paris,4,10,2011,61.6,2011-04-10
Europe,France,,Paris,4,11,2011,58.8,2011-04-11
Europe,France,,Paris,4,12,2011,50.5,2011-04-12
Europe,France,,Paris,4,13,2011,47.8,2011-04-13
Europe,France,,Paris,4,14,2011,52.7,2011-04-14
Europe,France,,Paris,4,15,2011,53.3,2011-04-15
Europe,France,,Paris,4,16,2011,51.7,2011-04-16
Europe,France,,Paris,4,17,2011,53.4,2011-04-17
Europe,France,,Paris,4,18,2011,58.0,2011-04-18
Europe,France,,Paris,4,19,2011,58.6,2011-04-19
Europe,France,,Paris,4,20,2011,63.1,2011-04-20
Europe,France,,Paris,4,21,2011,63.3,2011-04-21
Europe,France,,Paris,4,22,2011,64.0,2011-04-22
Europe,France,,Paris,4,23,2011,64.9,2011-04-23
Europe,France,,Paris,4,24,2011,66.7,2011-04-24
Europe,France,,Paris,4,25,2011,64.8,2011-04-25
Europe,France,,Paris,4,26,2011,60.7,2011-04-26
Europe,France,,Paris,4,27,2011,56.5,2011-04-27
Europe,France,,Paris,4,28,2011,50.4,2011-04-28
Europe,France,,Paris,4,29,2011,54.3,2011-04-29
